infinitive,infinitive_english,mood,mood_english,tense,tense_english,form_1s,form_1s_english,form_2s,form_2s_english,form_3s,form_3s_english,form_1p,form_1p_english,form_2p,form_2p_english,form_3p,form_3p_english,gerund,gerund_english,pastparticiple,pastparticiple_english
mudarse,to move [=change residence],Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,me haya mudado,have moved,te hayas mudado,have moved,se haya mudado,has moved,nos hayamos mudado,have moved,os hayáis mudado,have moved,se hayan mudado,have moved,mudándose,moving,mudado,moved
mudarse,to move [=change residence],Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,me hubiere mudado,will have moved,te hubieres mudado,will have moved,se hubiere mudado,will have moved,nos hubiéremos mudado,will have moved,os hubiereis mudado,will have moved,se hubieren mudado,will have moved,mudándose,moving,mudado,moved
mudarse,to move [=change residence],Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,me hubiera mudado,had moved,te hubieras mudado,had moved,se hubiera mudado,had moved,nos hubiéramos mudado,had moved,os hubierais mudado,had moved,se hubieran mudado,had moved,mudándose,moving,mudado,moved
mudarse,to move [=change residence],Imperativo Afirmativo,Imperative Affirmative,Presente,Present,,move [=change residence],múdate,move [=change residence],mudaos,move [=change residence]s,,move [=change residence],múdese,move [=change residence],múdense,move [=change residence],mudándose,moving,mudado,moved
mudarse,to move [=change residence],Imperativo Negativo,Imperative Negative,Presente,Present,,move [=change residence],no te mudes,move [=change residence],no os mudéis,move [=change residence]s,,move [=change residence],no se mude,move [=change residence],no se muden,move [=change residence],mudándose,moving,mudado,moved
nacer,to be born,Indicativo,Indicative,Presente,Present,nazco,be born,naces,be born,nace,be borns,nacemos,be born,nacéis,be born,nacen,be born,naciendo,being born,nacido,(been) born
nacer,to be born,Indicativo,Indicative,Futuro,Future,naceré,will be born,nacerás,will be born,nacerá,will be born,naceremos,will be born,naceréis,will be born,nacerán,will be born,naciendo,being born,nacido,(been) born
nacer,to be born,Indicativo,Indicative,Imperfecto,Imperfect,nacía,was being born,nacías,were being born,nacía,was being born,nacíamos,were being born,nacíais,were being born,nacían,were being born,naciendo,being born,nacido,(been) born
nacer,to be born,Indicativo,Indicative,Pretérito,Preterite,nací,(been) born,naciste,(been) born,nació,(been) born,nacimos,(been) born,nacisteis,(been) born,nacieron,(been) born,naciendo,being born,nacido,(been) born
nacer,to be born,Indicativo,Indicative,Condicional,Conditional,nacería,would be born,nacerías,would be born,nacería,would be born,naceríamos,would be born,naceríais,would be born,nacerían,would be born,naciendo,being born,nacido,(been) born
nacer,to be born,Indicativo,Indicative,Presente perfecto,Present Perfect,he nacido,have (been) born,has nacido,have (been) born,ha nacido,has (been) born,hemos nacido,have (been) born,habéis nacido,have (been) born,han nacido,have (been) born,naciendo,being born,nacido,(been) born
nacer,to be born,Indicativo,Indicative,Futuro perfecto,Future Perfect,habré nacido,will have (been) born,habrás nacido,will have (been) born,habrá nacido,will have (been) born,habremos nacido,will have (been) born,habréis nacido,will have (been) born,habrán nacido,will have (been) born,naciendo,being born,nacido,(been) born
nacer,to be born,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,había nacido,had (been) born,habías nacido,had (been) born,había nacido,had (been) born,habíamos nacido,had (been) born,habíais nacido,had (been) born,habían nacido,had (been) born,naciendo,being born,nacido,(been) born
nacer,to be born,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),hube nacido,,hubiste nacido,,hubo nacido,,hubimos nacido,,hubisteis nacido,,hubieron nacido,,naciendo,being born,nacido,(been) born
nacer,to be born,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,habría nacido,would have (been) born,habrías nacido,would have (been) born,habría nacido,would have (been) born,habríamos nacido,would have (been) born,habríais nacido,would have (been) born,habrían nacido,would have (been) born,naciendo,being born,nacido,(been) born
nacer,to be born,Subjuntivo,Subjunctive,Presente,Present,nazca,be born,nazcas,be born,nazca,be borns,nazcamos,be born,nazcáis,be born,nazcan,be born,naciendo,being born,nacido,(been) born
nacer,to be born,Subjuntivo,Subjunctive,Imperfecto,Imperfect,naciera,was being born,nacieras,were being born,naciera,was being born,naciéramos,were being born,nacierais,were being born,nacieran,were being born,naciendo,being born,nacido,(been) born
nacer,to be born,Subjuntivo,Subjunctive,Futuro,Future,naciere,will be born,nacieres,will be born,naciere,will be born,naciéremos,will be born,naciereis,will be born,nacieren,will be born,naciendo,being born,nacido,(been) born
nacer,to be born,Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,haya nacido,have (been) born,hayas nacido,have (been) born,haya nacido,has (been) born,hayamos nacido,have (been) born,hayáis nacido,have (been) born,hayan nacido,have (been) born,naciendo,being born,nacido,(been) born
nacer,to be born,Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,hubiere nacido,will have (been) born,hubieres nacido,will have (been) born,hubiere nacido,will have (been) born,hubiéremos nacido,will have (been) born,hubiereis nacido,will have (been) born,hubieren nacido,will have (been) born,naciendo,being born,nacido,(been) born
nacer,to be born,Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,hubiera nacido,had (been) born,hubieras nacido,had (been) born,hubiera nacido,had (been) born,hubiéramos nacido,had (been) born,hubierais nacido,had (been) born,hubieran nacido,had (been) born,naciendo,being born,nacido,(been) born
nacer,to be born,Imperativo Afirmativo,Imperative Affirmative,Presente,Present,,be born,nace,be born,naced,be borns,,be born,nazca,be born,nazcan,be born,naciendo,being born,nacido,(been) born
nacer,to be born,Imperativo Negativo,Imperative Negative,Presente,Present,,be born,no nazcas,be born,no nazcáis,be borns,,be born,no nazca,be born,no nazcan,be born,naciendo,being born,nacido,(been) born
nadar,to swim,Indicativo,Indicative,Presente,Present,nado,swim,nadas,swim,nada,swims,nadamos,swim,nadáis,swim,nadan,swim,nadando,swimming,nadado,swum
nadar,to swim,Indicativo,Indicative,Futuro,Future,nadaré,will swim,nadarás,will swim,nadará,will swim,nadaremos,will swim,nadaréis,will swim,nadarán,will swim,nadando,swimming,nadado,swum
nadar,to swim,Indicativo,Indicative,Imperfecto,Imperfect,nadaba,was swimming,nadabas,were swimming,nadaba,was swimming,nadábamos,were swimming,nadabais,were swimming,nadaban,were swimming,nadando,swimming,nadado,swum
nadar,to swim,Indicativo,Indicative,Pretérito,Preterite,nadé,swum,nadaste,swum,nadó,swum,nadamos,swum,nadasteis,swum,nadaron,swum,nadando,swimming,nadado,swum
nadar,to swim,Indicativo,Indicative,Condicional,Conditional,nadaría,would swim,nadarías,would swim,nadaría,would swim,nadaríamos,would swim,nadaríais,would swim,nadarían,would swim,nadando,swimming,nadado,swum
nadar,to swim,Indicativo,Indicative,Presente perfecto,Present Perfect,he nadado,have swum,has nadado,have swum,ha nadado,has swum,hemos nadado,have swum,habéis nadado,have swum,han nadado,have swum,nadando,swimming,nadado,swum
nadar,to swim,Indicativo,Indicative,Futuro perfecto,Future Perfect,habré nadado,will have swum,habrás nadado,will have swum,habrá nadado,will have swum,habremos nadado,will have swum,habréis nadado,will have swum,habrán nadado,will have swum,nadando,swimming,nadado,swum
nadar,to swim,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,había nadado,had swum,habías nadado,had swum,había nadado,had swum,habíamos nadado,had swum,habíais nadado,had swum,habían nadado,had swum,nadando,swimming,nadado,swum
nadar,to swim,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),hube nadado,,hubiste nadado,,hubo nadado,,hubimos nadado,,hubisteis nadado,,hubieron nadado,,nadando,swimming,nadado,swum
nadar,to swim,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,habría nadado,would have swum,habrías nadado,would have swum,habría nadado,would have swum,habríamos nadado,would have swum,habríais nadado,would have swum,habrían nadado,would have swum,nadando,swimming,nadado,swum
nadar,to swim,Subjuntivo,Subjunctive,Presente,Present,nade,swim,nades,swim,nade,swims,nademos,swim,nadéis,swim,naden,swim,nadando,swimming,nadado,swum
nadar,to swim,Subjuntivo,Subjunctive,Imperfecto,Imperfect,nadara,was swimming,nadaras,were swimming,nadara,was swimming,nadáramos,were swimming,nadarais,were swimming,nadaran,were swimming,nadando,swimming,nadado,swum
nadar,to swim,Subjuntivo,Subjunctive,Futuro,Future,nadare,will swim,nadares,will swim,nadare,will swim,nadáremos,will swim,nadareis,will swim,nadaren,will swim,nadando,swimming,nadado,swum
nadar,to swim,Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,haya nadado,have swum,hayas nadado,have swum,haya nadado,has swum,hayamos nadado,have swum,hayáis nadado,have swum,hayan nadado,have swum,nadando,swimming,nadado,swum
nadar,to swim,Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,hubiere nadado,will have swum,hubieres nadado,will have swum,hubiere nadado,will have swum,hubiéremos nadado,will have swum,hubiereis nadado,will have swum,hubieren nadado,will have swum,nadando,swimming,nadado,swum
nadar,to swim,Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,hubiera nadado,had swum,hubieras nadado,had swum,hubiera nadado,had swum,hubiéramos nadado,had swum,hubierais nadado,had swum,hubieran nadado,had swum,nadando,swimming,nadado,swum
nadar,to swim,Imperativo Afirmativo,Imperative Affirmative,Presente,Present,,swim,nada,swim,nadad,swims,,swim,nade,swim,naden,swim,nadando,swimming,nadado,swum
nadar,to swim,Imperativo Negativo,Imperative Negative,Presente,Present,,swim,no nades,swim,no nadéis,swims,,swim,no nade,swim,no naden,swim,nadando,swimming,nadado,swum
navegar,"to navigate, sail",Indicativo,Indicative,Presente,Present,navego,navigate,navegas,navigate,navega,navigates,navegamos,navigate,navegáis,navigate,navegan,navigate,navegando,navigating,navegado,navigated
navegar,"to navigate, sail",Indicativo,Indicative,Futuro,Future,navegaré,will navigate,navegarás,will navigate,navegará,will navigate,navegaremos,will navigate,navegaréis,will navigate,navegarán,will navigate,navegando,navigating,navegado,navigated
navegar,"to navigate, sail",Indicativo,Indicative,Imperfecto,Imperfect,navegaba,was navigating,navegabas,were navigating,navegaba,was navigating,navegábamos,were navigating,navegabais,were navigating,navegaban,were navigating,navegando,navigating,navegado,navigated
navegar,"to navigate, sail",Indicativo,Indicative,Pretérito,Preterite,navegué,navigated,navegaste,navigated,navegó,navigated,navegamos,navigated,navegasteis,navigated,navegaron,navigated,navegando,navigating,navegado,navigated
navegar,"to navigate, sail",Indicativo,Indicative,Condicional,Conditional,navegaría,would navigate,navegarías,would navigate,navegaría,would navigate,navegaríamos,would navigate,navegaríais,would navigate,navegarían,would navigate,navegando,navigating,navegado,navigated
navegar,"to navigate, sail",Indicativo,Indicative,Presente perfecto,Present Perfect,he navegado,have navigated,has navegado,have navigated,ha navegado,has navigated,hemos navegado,have navigated,habéis navegado,have navigated,han navegado,have navigated,navegando,navigating,navegado,navigated
navegar,"to navigate, sail",Indicativo,Indicative,Futuro perfecto,Future Perfect,habré navegado,will have navigated,habrás navegado,will have navigated,habrá navegado,will have navigated,habremos navegado,will have navigated,habréis navegado,will have navigated,habrán navegado,will have navigated,navegando,navigating,navegado,navigated
navegar,"to navigate, sail",Indicativo,Indicative,Pluscuamperfecto,Past Perfect,había navegado,had navigated,habías navegado,had navigated,había navegado,had navigated,habíamos navegado,had navigated,habíais navegado,had navigated,habían navegado,had navigated,navegando,navigating,navegado,navigated
navegar,"to navigate, sail",Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),hube navegado,,hubiste navegado,,hubo navegado,,hubimos navegado,,hubisteis navegado,,hubieron navegado,,navegando,navigating,navegado,navigated
plantar,to plant,Indicativo,Indicative,Pretérito,Preterite,planté,planted,plantaste,planted,plantó,planted,plantamos,planted,plantasteis,planted,plantaron,planted,plantando,planting,plantado,planted
navegar,"to navigate, sail",Indicativo,Indicative,Condicional perfecto,Conditional Perfect,habría navegado,would have navigated,habrías navegado,would have navigated,habría navegado,would have navigated,habríamos navegado,would have navigated,habríais navegado,would have navigated,habrían navegado,would have navigated,navegando,navigating,navegado,navigated
navegar,"to navigate, sail",Subjuntivo,Subjunctive,Presente,Present,navegue,navigate,navegues,navigate,navegue,navigates,naveguemos,navigate,naveguéis,navigate,naveguen,navigate,navegando,navigating,navegado,navigated
navegar,"to navigate, sail",Subjuntivo,Subjunctive,Imperfecto,Imperfect,navegara,was navigating,navegaras,were navigating,navegara,was navigating,navegáramos,were navigating,navegarais,were navigating,navegaran,were navigating,navegando,navigating,navegado,navigated
navegar,"to navigate, sail",Subjuntivo,Subjunctive,Futuro,Future,navegare,will navigate,navegares,will navigate,navegare,will navigate,navegáremos,will navigate,navegareis,will navigate,navegaren,will navigate,navegando,navigating,navegado,navigated
navegar,"to navigate, sail",Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,haya navegado,have navigated,hayas navegado,have navigated,haya navegado,has navigated,hayamos navegado,have navigated,hayáis navegado,have navigated,hayan navegado,have navigated,navegando,navigating,navegado,navigated
navegar,"to navigate, sail",Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,hubiere navegado,will have navigated,hubieres navegado,will have navigated,hubiere navegado,will have navigated,hubiéremos navegado,will have navigated,hubiereis navegado,will have navigated,hubieren navegado,will have navigated,navegando,navigating,navegado,navigated
navegar,"to navigate, sail",Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,hubiera navegado,had navigated,hubieras navegado,had navigated,hubiera navegado,had navigated,hubiéramos navegado,had navigated,hubierais navegado,had navigated,hubieran navegado,had navigated,navegando,navigating,navegado,navigated
navegar,"to navigate, sail",Imperativo Afirmativo,Imperative Affirmative,Presente,Present,,navigate,navega,navigate,navegad,navigates,,navigate,navegue,navigate,naveguen,navigate,navegando,navigating,navegado,navigated
navegar,"to navigate, sail",Imperativo Negativo,Imperative Negative,Presente,Present,,navigate,no navegues,navigate,no naveguéis,navigates,,navigate,no navegue,navigate,no naveguen,navigate,navegando,navigating,navegado,navigated
necesitar,"to need, require",Indicativo,Indicative,Presente,Present,necesito,need,necesitas,need,necesita,needs,necesitamos,need,necesitáis,need,necesitan,need,necesitando,needing,necesitado,needed
necesitar,"to need, require",Indicativo,Indicative,Futuro,Future,necesitaré,will need,necesitarás,will need,necesitará,will need,necesitaremos,will need,necesitaréis,will need,necesitarán,will need,necesitando,needing,necesitado,needed
necesitar,"to need, require",Indicativo,Indicative,Imperfecto,Imperfect,necesitaba,was needing,necesitabas,were needing,necesitaba,was needing,necesitábamos,were needing,necesitabais,were needing,necesitaban,were needing,necesitando,needing,necesitado,needed
necesitar,"to need, require",Indicativo,Indicative,Pretérito,Preterite,necesité,needed,necesitaste,needed,necesitó,needed,necesitamos,needed,necesitasteis,needed,necesitaron,needed,necesitando,needing,necesitado,needed
necesitar,"to need, require",Indicativo,Indicative,Condicional,Conditional,necesitaría,would need,necesitarías,would need,necesitaría,would need,necesitaríamos,would need,necesitaríais,would need,necesitarían,would need,necesitando,needing,necesitado,needed
necesitar,"to need, require",Indicativo,Indicative,Presente perfecto,Present Perfect,he necesitado,have needed,has necesitado,have needed,ha necesitado,has needed,hemos necesitado,have needed,habéis necesitado,have needed,han necesitado,have needed,necesitando,needing,necesitado,needed
necesitar,"to need, require",Indicativo,Indicative,Futuro perfecto,Future Perfect,habré necesitado,will have needed,habrás necesitado,will have needed,habrá necesitado,will have needed,habremos necesitado,will have needed,habréis necesitado,will have needed,habrán necesitado,will have needed,necesitando,needing,necesitado,needed
necesitar,"to need, require",Indicativo,Indicative,Pluscuamperfecto,Past Perfect,había necesitado,had needed,habías necesitado,had needed,había necesitado,had needed,habíamos necesitado,had needed,habíais necesitado,had needed,habían necesitado,had needed,necesitando,needing,necesitado,needed
necesitar,"to need, require",Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),hube necesitado,,hubiste necesitado,,hubo necesitado,,hubimos necesitado,,hubisteis necesitado,,hubieron necesitado,,necesitando,needing,necesitado,needed
necesitar,"to need, require",Indicativo,Indicative,Condicional perfecto,Conditional Perfect,habría necesitado,would have needed,habrías necesitado,would have needed,habría necesitado,would have needed,habríamos necesitado,would have needed,habríais necesitado,would have needed,habrían necesitado,would have needed,necesitando,needing,necesitado,needed
necesitar,"to need, require",Subjuntivo,Subjunctive,Presente,Present,necesite,need,necesites,need,necesite,needs,necesitemos,need,necesitéis,need,necesiten,need,necesitando,needing,necesitado,needed
necesitar,"to need, require",Subjuntivo,Subjunctive,Imperfecto,Imperfect,necesitara,was needing,necesitaras,were needing,necesitara,was needing,necesitáramos,were needing,necesitarais,were needing,necesitaran,were needing,necesitando,needing,necesitado,needed
necesitar,"to need, require",Subjuntivo,Subjunctive,Futuro,Future,necesitare,will need,necesitares,will need,necesitare,will need,necesitáremos,will need,necesitareis,will need,necesitaren,will need,necesitando,needing,necesitado,needed
necesitar,"to need, require",Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,haya necesitado,have needed,hayas necesitado,have needed,haya necesitado,has needed,hayamos necesitado,have needed,hayáis necesitado,have needed,hayan necesitado,have needed,necesitando,needing,necesitado,needed
necesitar,"to need, require",Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,hubiere necesitado,will have needed,hubieres necesitado,will have needed,hubiere necesitado,will have needed,hubiéremos necesitado,will have needed,hubiereis necesitado,will have needed,hubieren necesitado,will have needed,necesitando,needing,necesitado,needed
necesitar,"to need, require",Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,hubiera necesitado,had needed,hubieras necesitado,had needed,hubiera necesitado,had needed,hubiéramos necesitado,had needed,hubierais necesitado,had needed,hubieran necesitado,had needed,necesitando,needing,necesitado,needed
necesitar,"to need, require",Imperativo Afirmativo,Imperative Affirmative,Presente,Present,,need,necesita,need,necesitad,needs,,need,necesite,need,necesiten,need,necesitando,needing,necesitado,needed
necesitar,"to need, require",Imperativo Negativo,Imperative Negative,Presente,Present,,need,no necesites,need,no necesitéis,needs,,need,no necesite,need,no necesiten,need,necesitando,needing,necesitado,needed
negar,"to deny, refuse",Indicativo,Indicative,Presente,Present,niego,deny,niegas,deny,niega,denys,negamos,deny,negáis,deny,niegan,deny,negando,denying,negado,denied
negar,"to deny, refuse",Indicativo,Indicative,Futuro,Future,negaré,will deny,negarás,will deny,negará,will deny,negaremos,will deny,negaréis,will deny,negarán,will deny,negando,denying,negado,denied
negar,"to deny, refuse",Indicativo,Indicative,Imperfecto,Imperfect,negaba,was denying,negabas,were denying,negaba,was denying,negábamos,were denying,negabais,were denying,negaban,were denying,negando,denying,negado,denied
negar,"to deny, refuse",Indicativo,Indicative,Pretérito,Preterite,negué,denied,negaste,denied,negó,denied,negamos,denied,negasteis,denied,negaron,denied,negando,denying,negado,denied
negar,"to deny, refuse",Indicativo,Indicative,Condicional,Conditional,negaría,would deny,negarías,would deny,negaría,would deny,negaríamos,would deny,negaríais,would deny,negarían,would deny,negando,denying,negado,denied
negar,"to deny, refuse",Indicativo,Indicative,Presente perfecto,Present Perfect,he negado,have denied,has negado,have denied,ha negado,has denied,hemos negado,have denied,habéis negado,have denied,han negado,have denied,negando,denying,negado,denied
negar,"to deny, refuse",Indicativo,Indicative,Futuro perfecto,Future Perfect,habré negado,will have denied,habrás negado,will have denied,habrá negado,will have denied,habremos negado,will have denied,habréis negado,will have denied,habrán negado,will have denied,negando,denying,negado,denied
negar,"to deny, refuse",Indicativo,Indicative,Pluscuamperfecto,Past Perfect,había negado,had denied,habías negado,had denied,había negado,had denied,habíamos negado,had denied,habíais negado,had denied,habían negado,had denied,negando,denying,negado,denied
negar,"to deny, refuse",Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),hube negado,,hubiste negado,,hubo negado,,hubimos negado,,hubisteis negado,,hubieron negado,,negando,denying,negado,denied
negar,"to deny, refuse",Indicativo,Indicative,Condicional perfecto,Conditional Perfect,habría negado,would have denied,habrías negado,would have denied,habría negado,would have denied,habríamos negado,would have denied,habríais negado,would have denied,habrían negado,would have denied,negando,denying,negado,denied
negar,"to deny, refuse",Subjuntivo,Subjunctive,Presente,Present,niegue,deny,niegues,deny,niegue,denys,neguemos,deny,neguéis,deny,nieguen,deny,negando,denying,negado,denied
negar,"to deny, refuse",Subjuntivo,Subjunctive,Imperfecto,Imperfect,negara,was denying,negaras,were denying,negara,was denying,negáramos,were denying,negarais,were denying,negaran,were denying,negando,denying,negado,denied
negar,"to deny, refuse",Subjuntivo,Subjunctive,Futuro,Future,negare,will deny,negares,will deny,negare,will deny,negáremos,will deny,negareis,will deny,negaren,will deny,negando,denying,negado,denied
negar,"to deny, refuse",Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,haya negado,have denied,hayas negado,have denied,haya negado,has denied,hayamos negado,have denied,hayáis negado,have denied,hayan negado,have denied,negando,denying,negado,denied
negar,"to deny, refuse",Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,hubiere negado,will have denied,hubieres negado,will have denied,hubiere negado,will have denied,hubiéremos negado,will have denied,hubiereis negado,will have denied,hubieren negado,will have denied,negando,denying,negado,denied
negar,"to deny, refuse",Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,hubiera negado,had denied,hubieras negado,had denied,hubiera negado,had denied,hubiéramos negado,had denied,hubierais negado,had denied,hubieran negado,had denied,negando,denying,negado,denied
negar,"to deny, refuse",Imperativo Afirmativo,Imperative Affirmative,Presente,Present,,deny,niega,deny,negad,denys,,deny,niegue,deny,nieguen,deny,negando,denying,negado,denied
negar,"to deny, refuse",Imperativo Negativo,Imperative Negative,Presente,Present,,deny,no niegues,deny,no neguéis,denys,,deny,no niegue,deny,no nieguen,deny,negando,denying,negado,denied
negarse,to refuse,Indicativo,Indicative,Presente,Present,me niego,refuse,te niegas,refuse,se niega,refuses,nos negamos,refuse,os negáis,refuse,se niegan,refuse,negándose,refusing,negado,refused
negarse,to refuse,Indicativo,Indicative,Futuro,Future,me negaré,will refuse,te negarás,will refuse,se negará,will refuse,nos negaremos,will refuse,os negaréis,will refuse,se negarán,will refuse,negándose,refusing,negado,refused
negarse,to refuse,Indicativo,Indicative,Imperfecto,Imperfect,me negaba,was refusing,te negabas,were refusing,se negaba,was refusing,nos negábamos,were refusing,os negabais,were refusing,se negaban,were refusing,negándose,refusing,negado,refused
negarse,to refuse,Indicativo,Indicative,Pretérito,Preterite,me negué,refused,te negaste,refused,se negó,refused,nos negamos,refused,os negasteis,refused,se negaron,refused,negándose,refusing,negado,refused
negarse,to refuse,Indicativo,Indicative,Condicional,Conditional,me negaría,would refuse,te negarías,would refuse,se negaría,would refuse,nos negaríamos,would refuse,os negaríais,would refuse,se negarían,would refuse,negándose,refusing,negado,refused
negarse,to refuse,Indicativo,Indicative,Presente perfecto,Present Perfect,me he negado,have refused,te has negado,have refused,se ha negado,has refused,nos hemos negado,have refused,os habéis negado,have refused,se han negado,have refused,negándose,refusing,negado,refused
negarse,to refuse,Indicativo,Indicative,Futuro perfecto,Future Perfect,me habré negado,will have refused,te habrás negado,will have refused,se habrá negado,will have refused,nos habremos negado,will have refused,os habréis negado,will have refused,se habrán negado,will have refused,negándose,refusing,negado,refused
negarse,to refuse,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,me había negado,had refused,te habías negado,had refused,se había negado,had refused,nos habíamos negado,had refused,os habíais negado,had refused,se habían negado,had refused,negándose,refusing,negado,refused
negarse,to refuse,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),me hube negado,,te hubiste negado,,se hubo negado,,nos hubimos negado,,os hubisteis negado,,se hubieron negado,,negándose,refusing,negado,refused
negarse,to refuse,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,me habría negado,would have refused,te habrías negado,would have refused,se habría negado,would have refused,nos habríamos negado,would have refused,os habríais negado,would have refused,se habrían negado,would have refused,negándose,refusing,negado,refused
negarse,to refuse,Subjuntivo,Subjunctive,Presente,Present,me niegue,refuse,te niegues,refuse,se niegue,refuses,nos neguemos,refuse,os neguéis,refuse,se nieguen,refuse,negándose,refusing,negado,refused
negarse,to refuse,Subjuntivo,Subjunctive,Imperfecto,Imperfect,me negara,was refusing,te negaras,were refusing,se negara,was refusing,nos negáramos,were refusing,os negarais,were refusing,se negaran,were refusing,negándose,refusing,negado,refused
negarse,to refuse,Subjuntivo,Subjunctive,Futuro,Future,me negare,will refuse,te negares,will refuse,se negare,will refuse,nos negáremos,will refuse,os negareis,will refuse,se negaren,will refuse,negándose,refusing,negado,refused
negarse,to refuse,Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,me haya negado,have refused,te hayas negado,have refused,se haya negado,has refused,nos hayamos negado,have refused,os hayáis negado,have refused,se hayan negado,have refused,negándose,refusing,negado,refused
negarse,to refuse,Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,me hubiere negado,will have refused,te hubieres negado,will have refused,se hubiere negado,will have refused,nos hubiéremos negado,will have refused,os hubiereis negado,will have refused,se hubieren negado,will have refused,negándose,refusing,negado,refused
negarse,to refuse,Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,me hubiera negado,had refused,te hubieras negado,had refused,se hubiera negado,had refused,nos hubiéramos negado,had refused,os hubierais negado,had refused,se hubieran negado,had refused,negándose,refusing,negado,refused
negarse,to refuse,Imperativo Afirmativo,Imperative Affirmative,Presente,Present,,refuse,niégate,refuse,negaos,refuses,,refuse,niéguese,refuse,niéguense,refuse,negándose,refusing,negado,refused
negarse,to refuse,Imperativo Negativo,Imperative Negative,Presente,Present,,refuse,no te niegues,refuse,no os neguéis,refuses,,refuse,no se niegue,refuse,no se nieguen,refuse,negándose,refusing,negado,refused
negociar,to negotiate,Indicativo,Indicative,Presente,Present,negocio,negotiate,negocias,negotiate,negocia,negotiates,negociamos,negotiate,negociáis,negotiate,negocian,negotiate,negociando,negotiating,negociado,negotiated
negociar,to negotiate,Indicativo,Indicative,Futuro,Future,negociaré,will negotiate,negociarás,will negotiate,negociará,will negotiate,negociaremos,will negotiate,negociaréis,will negotiate,negociarán,will negotiate,negociando,negotiating,negociado,negotiated
negociar,to negotiate,Indicativo,Indicative,Imperfecto,Imperfect,negociaba,was negotiating,negociabas,were negotiating,negociaba,was negotiating,negociábamos,were negotiating,negociabais,were negotiating,negociaban,were negotiating,negociando,negotiating,negociado,negotiated
negociar,to negotiate,Indicativo,Indicative,Pretérito,Preterite,negocié,negotiated,negociaste,negotiated,negoció,negotiated,negociamos,negotiated,negociasteis,negotiated,negociaron,negotiated,negociando,negotiating,negociado,negotiated
negociar,to negotiate,Indicativo,Indicative,Condicional,Conditional,negociaría,would negotiate,negociarías,would negotiate,negociaría,would negotiate,negociaríamos,would negotiate,negociaríais,would negotiate,negociarían,would negotiate,negociando,negotiating,negociado,negotiated
negociar,to negotiate,Indicativo,Indicative,Presente perfecto,Present Perfect,he negociado,have negotiated,has negociado,have negotiated,ha negociado,has negotiated,hemos negociado,have negotiated,habéis negociado,have negotiated,han negociado,have negotiated,negociando,negotiating,negociado,negotiated
negociar,to negotiate,Indicativo,Indicative,Futuro perfecto,Future Perfect,habré negociado,will have negotiated,habrás negociado,will have negotiated,habrá negociado,will have negotiated,habremos negociado,will have negotiated,habréis negociado,will have negotiated,habrán negociado,will have negotiated,negociando,negotiating,negociado,negotiated
negociar,to negotiate,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,había negociado,had negotiated,habías negociado,had negotiated,había negociado,had negotiated,habíamos negociado,had negotiated,habíais negociado,had negotiated,habían negociado,had negotiated,negociando,negotiating,negociado,negotiated
negociar,to negotiate,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),hube negociado,,hubiste negociado,,hubo negociado,,hubimos negociado,,hubisteis negociado,,hubieron negociado,,negociando,negotiating,negociado,negotiated
negociar,to negotiate,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,habría negociado,would have negotiated,habrías negociado,would have negotiated,habría negociado,would have negotiated,habríamos negociado,would have negotiated,habríais negociado,would have negotiated,habrían negociado,would have negotiated,negociando,negotiating,negociado,negotiated
